attendance,assignment,quiz,midsem,engagement,risk
42,95,33,49,56.666666666666664,1
84,90,88,65,87.33333333333333,0
52,72,98,95,74.0,1
89,54,25,40,56.0,1
67,49,52,94,56.0,1
97,77,74,67,82.66666666666667,0
59,53,38,81,50.0,1
67,40,96,77,67.66666666666667,1
47,84,48,37,59.666666666666664,1
80,57,80,78,72.33333333333333,0
78,98,89,67,88.33333333333333,0
40,92,98,82,76.66666666666667,1
42,88,99,31,76.33333333333333,1
52,34,43,53,43.0,1
67,80,42,80,63.0,0
96,50,29,72,58.333333333333336,1
99,41,73,44,71.0,1
88,79,60,81,75.66666666666667,0
64,33,68,23,55.0,1
95,71,36,32,67.33333333333333,1
72,67,75,61,71.33333333333333,0
77,54,64,68,65.0,0
92,43,49,97,61.333333333333336,1
45,61,63,75,56.333333333333336,1
97,40,93,66,76.66666666666667,1
83,90,74,27,82.33333333333333,0
84,47,38,74,56.333333333333336,1
71,56,48,37,58.333333333333336,0
84,84,21,54,63.0,1
86,83,55,51,74.66666666666667,0
60,50,38,43,49.333333333333336,1
55,73,26,26,51.333333333333336,1
93,34,45,32,57.333333333333336,1
60,70,98,88,76.0,0
50,88,57,61,65.0,1
99,83,22,50,68.0,1
76,51,99,93,75.33333333333333,0
75,94,85,45,84.66666666666667,0
74,93,90,95,85.66666666666667,0
58,33,62,51,51.0,1
59,94,81,71,78.0,1
96,44,90,39,76.66666666666667,1
57,51,43,59,50.333333333333336,1
86,76,58,78,73.33333333333333,0
80,75,87,96,80.66666666666667,0
88,43,63,33,64.66666666666667,1
53,79,24,63,52.0,1
54,49,74,67,59.0,1
70,79,49,62,66.0,0
40,62,48,35,50.0,1
92,88,45,54,75.0,0
93,72,45,72,70.0,0
93,41,56,53,63.333333333333336,1
42,69,72,22,61.0,1
55,49,49,87,51.0,1
62,67,22,24,50.333333333333336,1
96,32,62,29,63.333333333333336,1
50,57,26,71,44.333333333333336,1
51,85,68,48,68.0,1
49,42,92,50,61.0,1
71,95,60,85,75.33333333333333,0
55,66,96,95,72.33333333333333,1
47,78,98,88,74.33333333333333,1
77,95,73,56,81.66666666666667,0
51,65,88,46,68.0,1
63,83,46,52,64.0,0
67,55,27,87,49.666666666666664,1
92,69,51,78,70.66666666666667,0
47,72,83,83,67.33333333333333,1
97,51,29,63,59.0,1
67,49,32,68,49.333333333333336,1
75,37,82,72,64.66666666666667,1
65,58,54,93,59.0,0
47,69,80,68,65.33333333333333,1
97,59,73,85,76.33333333333333,0
99,84,27,82,70.0,1
89,45,48,44,60.666666666666664,1
67,75,60,23,67.33333333333333,0
67,91,49,70,69.0,0
76,36,40,30,50.666666666666664,1
80,74,95,36,83.0,0
75,88,30,85,64.33333333333333,1
66,85,21,89,57.333333333333336,1
93,77,69,92,79.66666666666667,0
56,56,60,88,57.333333333333336,1
48,82,85,48,71.66666666666667,1
72,64,22,92,52.666666666666664,1
92,80,99,91,90.33333333333333,0
59,66,70,39,65.0,1
52,86,87,46,75.0,1
67,37,44,27,49.333333333333336,1
87,49,49,80,61.666666666666664,1
68,82,30,47,60.0,1
52,41,36,89,43.0,1
85,78,45,22,69.33333333333333,0
74,46,42,88,54.0,1
45,93,75,92,71.0,1
57,71,71,26,66.33333333333333,1
90,58,67,79,71.66666666666667,0
44,48,39,23,43.666666666666664,1
86,40,21,24,49.0,1
64,79,50,30,64.33333333333333,0
41,87,46,34,58.0,1
49,63,21,83,44.333333333333336,1
95,49,97,32,80.33333333333333,1
69,79,23,26,57.0,1
89,39,32,25,53.333333333333336,1
98,61,54,75,71.0,0
84,81,91,83,85.33333333333333,0
44,44,85,69,57.666666666666664,1
94,32,25,49,50.333333333333336,1
95,66,50,41,70.33333333333333,0
72,69,29,44,56.666666666666664,1
93,69,40,47,67.33333333333333,0
40,85,93,58,72.66666666666667,1
57,52,42,86,50.333333333333336,1
71,40,22,24,44.333333333333336,1
86,93,51,84,76.66666666666667,0
88,37,39,34,54.666666666666664,1
50,85,93,86,76.0,1
60,89,48,59,65.66666666666667,0
65,39,71,88,58.333333333333336,1
64,68,65,96,65.66666666666667,0
61,57,53,62,57.0,0
98,78,80,20,85.33333333333333,0
66,65,91,41,74.0,0
88,42,90,81,73.33333333333333,1
52,65,89,98,68.66666666666667,1
72,55,30,45,52.333333333333336,1
73,33,82,37,62.666666666666664,1
80,93,40,67,71.0,0
74,67,22,28,54.333333333333336,1
40,51,29,20,40.0,1
60,31,46,28,45.666666666666664,1
87,60,31,42,59.333333333333336,1
94,40,26,64,53.333333333333336,1
45,75,36,21,52.0,1
67,91,84,33,80.66666666666667,0
56,98,83,57,79.0,1
44,93,45,59,60.666666666666664,1
70,39,34,82,47.666666666666664,1
44,69,52,35,55.0,1
77,53,81,94,70.33333333333333,0
42,73,66,25,60.333333333333336,1
92,89,54,22,78.33333333333333,0
62,91,84,33,79.0,0
76,46,91,85,71.0,1
92,94,95,94,93.66666666666667,0
76,86,44,86,68.66666666666667,0
49,84,76,50,69.66666666666667,1
49,82,51,52,60.666666666666664,1
58,85,82,20,75.0,1
56,38,31,63,41.666666666666664,1
60,51,82,34,64.33333333333333,0
53,42,96,56,63.666666666666664,1
48,77,20,46,48.333333333333336,1
85,47,70,67,67.33333333333333,1
40,69,89,46,66.0,1
90,46,27,31,54.333333333333336,1
84,44,87,86,71.66666666666667,1
52,44,24,49,40.0,1
43,92,58,85,64.33333333333333,1
40,68,42,26,50.0,1
88,42,87,53,72.33333333333333,1
79,61,71,51,70.33333333333333,0
71,38,23,58,44.0,1
73,69,66,62,69.33333333333333,0
67,49,40,62,52.0,1
70,92,75,97,79.0,0
47,73,85,22,68.33333333333333,1
78,67,78,65,74.33333333333333,0
65,89,26,51,60.0,1
97,77,68,62,80.66666666666667,0
73,47,35,22,51.666666666666664,1
93,45,36,93,58.0,1
93,84,94,82,90.33333333333333,0
42,68,53,59,54.333333333333336,1
98,97,52,37,82.33333333333333,0
89,88,45,86,74.0,0
51,91,85,81,75.66666666666667,1
40,42,82,29,54.666666666666664,1
93,35,60,71,62.666666666666664,1
83,89,77,92,83.0,0
44,43,98,65,61.666666666666664,1
69,83,29,74,60.333333333333336,1
69,33,34,65,45.333333333333336,1
98,68,61,94,75.66666666666667,0
96,54,76,79,75.33333333333333,0
56,61,36,45,51.0,1
87,88,79,46,84.66666666666667,0
86,92,28,57,68.66666666666667,1
62,67,55,41,61.333333333333336,0
54,82,92,45,76.0,1
76,96,99,88,90.33333333333333,0
60,57,55,54,57.333333333333336,0
53,32,67,85,50.666666666666664,1
41,51,70,92,54.0,1
50,67,89,70,68.66666666666667,1
90,91,93,37,91.33333333333333,0
78,86,99,62,87.66666666666667,0
77,35,87,31,66.33333333333333,1
99,61,41,22,67.0,0
73,39,96,26,69.33333333333333,1
77,32,99,25,69.33333333333333,1
89,88,25,64,67.33333333333333,1
73,78,45,58,65.33333333333333,0
57,88,94,70,79.66666666666667,1
69,60,22,28,50.333333333333336,1
54,98,71,42,74.33333333333333,1
66,91,93,31,83.33333333333333,0
90,81,79,81,83.33333333333333,0
73,70,82,92,75.0,0
91,60,84,96,78.33333333333333,0
96,51,71,59,72.66666666666667,0
77,33,95,73,68.33333333333333,1
72,42,33,26,49.0,1
63,74,91,36,76.0,0
54,71,87,69,70.66666666666667,1
99,78,47,43,74.66666666666667,0
69,49,90,21,69.33333333333333,1
94,83,29,52,68.66666666666667,1
81,65,76,40,74.0,0
90,30,85,93,68.33333333333333,1
56,44,69,72,56.333333333333336,1
44,46,33,65,41.0,1
68,53,35,64,52.0,1
43,87,73,28,67.66666666666667,1
49,52,62,25,54.333333333333336,1
95,75,61,70,77.0,0
56,37,41,54,44.666666666666664,1
49,88,87,72,74.66666666666667,1
56,88,38,38,60.666666666666664,1
99,42,85,88,75.33333333333333,1
59,68,58,44,61.666666666666664,1
63,57,92,30,70.66666666666667,0
44,90,38,93,57.333333333333336,1
73,45,35,36,51.0,1
45,31,73,55,49.666666666666664,1
92,46,44,40,60.666666666666664,1
41,59,37,37,45.666666666666664,1
52,42,42,79,45.333333333333336,1
82,42,30,37,51.333333333333336,1
82,72,58,20,70.66666666666667,0
87,50,87,33,74.66666666666667,0
50,84,44,27,59.333333333333336,1
90,69,82,85,80.33333333333333,0
86,44,49,70,59.666666666666664,1
96,81,64,98,80.33333333333333,0
62,82,80,79,74.66666666666667,0
94,81,70,53,81.66666666666667,0
55,59,28,55,47.333333333333336,1
70,62,95,81,75.66666666666667,0
50,86,21,20,52.333333333333336,1
93,81,24,61,66.0,1
55,38,81,20,58.0,1
47,83,88,73,72.66666666666667,1
43,30,71,66,48.0,1
79,73,24,58,58.666666666666664,1
43,38,78,49,53.0,1
95,61,87,26,81.0,0
64,44,28,41,45.333333333333336,1
42,41,41,69,41.333333333333336,1
71,86,46,64,67.66666666666667,0
42,37,29,93,36.0,1
66,56,99,91,73.66666666666667,0
68,91,80,29,79.66666666666667,0
71,41,70,33,60.666666666666664,1
89,94,29,65,70.66666666666667,1
97,71,25,94,64.33333333333333,1
90,91,81,25,87.33333333333333,0
58,40,24,40,40.666666666666664,1
60,72,89,81,73.66666666666667,0
44,46,82,38,57.333333333333336,1
57,61,75,81,64.33333333333333,1
67,69,78,72,71.33333333333333,0
81,52,82,43,71.66666666666667,0
61,85,78,75,74.66666666666667,0
60,35,70,81,55.0,1
45,79,69,53,64.33333333333333,1
40,66,23,41,43.0,1
44,93,67,87,68.0,1
80,83,51,76,71.33333333333333,0
51,78,70,29,66.33333333333333,1
65,40,71,85,58.666666666666664,1
85,78,93,27,85.33333333333333,0
73,50,53,57,58.666666666666664,0
88,95,55,81,79.33333333333333,0
53,92,89,47,78.0,1
65,57,62,29,61.333333333333336,0
84,46,35,64,55.0,1
66,35,78,84,59.666666666666664,1
48,48,72,86,56.0,1
65,85,38,28,62.666666666666664,1
96,57,60,24,71.0,0
86,95,66,29,82.33333333333333,0
96,67,73,31,78.66666666666667,0
61,66,74,77,67.0,0
86,97,38,40,73.66666666666667,1
95,78,81,40,84.66666666666667,0
69,72,78,84,73.0,0
82,65,84,22,77.0,0
87,87,87,88,87.0,0
56,42,47,83,48.333333333333336,1
65,81,37,68,61.0,1
75,87,45,91,69.0,0
40,61,38,36,46.333333333333336,1
47,89,74,92,70.0,1
88,87,76,51,83.66666666666667,0
74,85,25,89,61.333333333333336,1
91,57,20,40,56.0,1
54,30,27,26,37.0,1
86,71,70,26,75.66666666666667,0
95,77,44,46,72.0,0
61,69,66,27,65.33333333333333,0
53,92,74,92,73.0,1
65,33,83,47,60.333333333333336,1
67,67,29,98,54.333333333333336,1
62,56,75,85,64.33333333333333,0
53,38,31,90,40.666666666666664,1
63,45,52,66,53.333333333333336,1
41,85,90,29,72.0,1
84,60,36,52,60.0,1
65,43,80,26,62.666666666666664,1
53,54,29,22,45.333333333333336,1
98,63,50,33,70.33333333333333,0
95,96,79,63,90.0,0
90,53,89,65,77.33333333333333,0
46,55,36,80,45.666666666666664,1
42,49,69,55,53.333333333333336,1
86,93,56,32,78.33333333333333,0
62,39,81,35,60.666666666666664,1
85,96,99,99,93.33333333333333,0
82,53,91,24,75.33333333333333,0
86,34,96,57,72.0,1
99,96,48,69,81.0,0
84,87,51,57,74.0,0
57,56,99,75,70.66666666666667,1
97,44,30,82,57.0,1
77,64,25,67,55.333333333333336,1
74,82,54,78,70.0,0
90,73,52,96,71.66666666666667,0
54,55,37,63,48.666666666666664,1
64,76,56,74,65.33333333333333,0
94,63,32,74,63.0,1
76,79,93,20,82.66666666666667,0
67,41,83,27,63.666666666666664,1
49,33,20,23,34.0,1
78,77,82,72,79.0,0
96,84,53,77,77.66666666666667,0
56,30,29,56,38.333333333333336,1
78,95,26,68,66.33333333333333,1
61,59,75,86,65.0,0
65,32,99,38,65.33333333333333,1
83,50,56,20,63.0,0
64,78,48,48,63.333333333333336,0
56,91,31,52,59.333333333333336,1
52,67,36,71,51.666666666666664,1
59,44,67,60,56.666666666666664,1
64,81,45,42,63.333333333333336,0
43,75,31,24,49.666666666666664,1
49,54,40,90,47.666666666666664,1
42,50,61,76,51.0,1
80,34,80,25,64.66666666666667,1
84,99,77,68,86.66666666666667,0
57,76,73,41,68.66666666666667,1
86,97,53,96,78.66666666666667,0
75,47,26,95,49.333333333333336,1
86,50,54,23,63.333333333333336,0
61,52,34,91,49.0,1
73,93,84,83,83.33333333333333,0
86,96,44,56,75.33333333333333,0
47,69,78,50,64.66666666666667,1
79,39,98,56,72.0,1
88,81,25,64,64.66666666666667,1
83,90,71,27,81.33333333333333,0
58,93,98,59,83.0,1
81,34,40,24,51.666666666666664,1
80,82,90,47,84.0,0
76,84,51,28,70.33333333333333,0
45,66,72,21,61.0,1
91,85,78,82,84.66666666666667,0
65,88,88,70,80.33333333333333,0
73,98,81,50,84.0,0
98,88,23,26,69.66666666666667,1
95,31,37,49,54.333333333333336,1
98,94,75,77,89.0,0
84,89,43,22,72.0,0
45,80,85,70,70.0,1
76,59,32,75,55.666666666666664,1
96,40,81,92,72.33333333333333,1
72,68,73,29,71.0,0
92,92,34,80,72.66666666666667,1
61,93,88,69,80.66666666666667,0
60,90,22,66,57.333333333333336,1
45,83,56,20,61.333333333333336,1
45,87,56,76,62.666666666666664,1
94,85,22,57,67.0,1
87,63,82,81,77.33333333333333,0
43,60,54,98,52.333333333333336,1
69,81,71,89,73.66666666666667,0
50,30,47,84,42.333333333333336,1
69,84,37,81,63.333333333333336,1
70,51,55,75,58.666666666666664,0
63,69,52,86,61.333333333333336,0
94,30,83,36,69.0,1
48,94,45,27,62.333333333333336,1
94,92,67,79,84.33333333333333,0
42,83,59,59,61.333333333333336,1
90,71,36,81,65.66666666666667,1
70,50,59,60,59.666666666666664,0
79,51,26,31,52.0,1
76,67,76,73,73.0,0
75,37,27,30,46.333333333333336,1
63,91,75,79,76.33333333333333,0
70,76,50,87,65.33333333333333,0
45,46,78,97,56.333333333333336,1
41,46,77,65,54.666666666666664,1
59,42,31,57,44.0,1
67,46,67,80,60.0,1
50,67,50,36,55.666666666666664,1
43,74,82,85,66.33333333333333,1
54,35,93,91,60.666666666666664,1
45,64,58,55,55.666666666666664,1
93,43,95,93,77.0,1
88,90,39,26,72.33333333333333,1
69,44,67,35,60.0,1
95,83,90,33,89.33333333333333,0
77,56,73,99,68.66666666666667,0
90,42,97,44,76.33333333333333,1
96,60,94,23,83.33333333333333,0
41,64,90,48,65.0,1
54,89,48,75,63.666666666666664,1
50,35,93,25,59.333333333333336,1
47,98,92,20,79.0,1
65,87,67,58,73.0,0
90,78,93,20,87.0,0
84,52,75,82,70.33333333333333,0
83,63,36,76,60.666666666666664,1
44,55,28,86,42.333333333333336,1
45,76,53,84,58.0,1
65,34,64,84,54.333333333333336,1
93,49,28,40,56.666666666666664,1
43,35,26,49,34.666666666666664,1
58,99,35,52,64.0,1
59,88,38,67,61.666666666666664,1
72,93,25,41,63.333333333333336,1
59,47,30,73,45.333333333333336,1
88,33,95,23,72.0,1
51,46,80,74,59.0,1
86,43,61,63,63.333333333333336,1
40,42,32,31,38.0,1
65,36,31,98,44.0,1
53,73,93,93,73.0,1
77,44,39,71,53.333333333333336,1
76,48,69,95,64.33333333333333,1
50,92,55,84,65.66666666666667,1
75,64,88,84,75.66666666666667,0
52,64,56,29,57.333333333333336,1
82,48,31,37,53.666666666666664,1
42,49,59,66,50.0,1
72,64,73,85,69.66666666666667,0
45,61,21,68,42.333333333333336,1
89,77,69,91,78.33333333333333,0
95,73,60,41,76.0,0
49,53,64,45,55.333333333333336,1
44,90,28,28,54.0,1
62,46,81,40,63.0,1
49,79,66,82,64.66666666666667,1
83,94,24,25,67.0,1
41,61,95,33,65.66666666666667,1
52,65,20,52,45.666666666666664,1
79,42,63,90,61.333333333333336,1
41,99,41,43,60.333333333333336,1
59,87,57,92,67.66666666666667,1
40,43,38,94,40.333333333333336,1
76,66,99,70,80.33333333333333,0
48,97,50,21,65.0,1
56,69,86,34,70.33333333333333,1
48,88,61,54,65.66666666666667,1
50,45,45,55,46.666666666666664,1
54,91,32,58,59.0,1
63,33,77,23,57.666666666666664,1
77,74,37,83,62.666666666666664,1
94,57,86,93,79.0,0
74,95,22,25,63.666666666666664,1
69,60,74,76,67.66666666666667,0
70,32,77,49,59.666666666666664,1
88,37,82,93,69.0,1
44,53,71,86,56.0,1
99,44,43,34,62.0,1
83,72,91,36,82.0,0
89,60,28,37,59.0,1
53,74,56,38,61.0,1
92,95,72,95,86.33333333333333,0
95,37,99,88,77.0,1
50,86,43,43,59.666666666666664,1
48,59,40,67,49.0,1
73,47,59,49,59.666666666666664,1
51,98,81,34,76.66666666666667,1
74,68,89,66,77.0,0
74,89,88,63,83.66666666666667,0
40,72,33,46,48.333333333333336,1
79,74,61,83,71.33333333333333,0
61,52,69,60,60.666666666666664,0
99,98,80,87,92.33333333333333,0
68,35,23,24,42.0,1
47,85,91,72,74.33333333333333,1
50,33,94,27,59.0,1
80,52,36,41,56.0,1
76,35,76,26,62.333333333333336,1
53,61,67,41,60.333333333333336,1
99,47,63,65,69.66666666666667,1
69,44,64,49,59.0,1
74,69,99,35,80.66666666666667,0
60,35,52,98,49.0,1
76,92,50,24,72.66666666666667,0
44,96,66,86,68.66666666666667,1
58,40,25,42,41.0,1
98,72,91,80,87.0,0
53,46,90,93,63.0,1
65,33,53,24,50.333333333333336,1
43,92,72,42,69.0,1
64,97,33,98,64.66666666666667,1
84,70,35,44,63.0,1
81,34,62,27,59.0,1
64,61,92,40,72.33333333333333,0
57,99,93,21,83.0,1
79,64,31,41,58.0,1
47,51,89,91,62.333333333333336,1
78,94,38,91,70.0,1
79,51,60,87,63.333333333333336,0
53,40,72,83,55.0,1
71,32,48,38,50.333333333333336,1
90,38,89,72,72.33333333333333,1
77,89,78,71,81.33333333333333,0
72,43,83,66,66.0,1
62,47,43,73,50.666666666666664,1
54,52,35,63,47.0,1
72,76,71,26,73.0,0
64,98,99,20,87.0,0
56,76,25,82,52.333333333333336,1
72,59,56,58,62.333333333333336,0
86,54,23,38,54.333333333333336,1
94,57,57,50,69.33333333333333,0
41,54,60,96,51.666666666666664,1
53,87,33,43,57.666666666666664,1
92,70,90,88,84.0,0
79,54,70,84,67.66666666666667,0
79,77,84,52,80.0,0
90,39,71,78,66.66666666666667,1
78,40,49,52,55.666666666666664,1
90,50,76,51,72.0,0
45,74,98,78,72.33333333333333,1
45,36,49,60,43.333333333333336,1
42,93,61,31,65.33333333333333,1
46,93,30,92,56.333333333333336,1
90,31,46,30,55.666666666666664,1
47,71,43,38,53.666666666666664,1
81,83,58,73,74.0,0
91,45,91,76,75.66666666666667,1
54,47,37,61,46.0,1
86,88,96,90,90.0,0
68,45,64,50,59.0,1
72,35,31,71,46.0,1
91,86,68,21,81.66666666666667,0
69,76,50,57,65.0,0
78,77,41,51,65.33333333333333,0
66,71,63,29,66.66666666666667,0
75,89,83,27,82.33333333333333,0
68,33,96,94,65.66666666666667,1
77,31,44,39,50.666666666666664,1
96,88,70,39,84.66666666666667,0
72,56,26,28,51.333333333333336,1
76,56,25,91,52.333333333333336,1
66,36,43,34,48.333333333333336,1
94,92,38,82,74.66666666666667,1
72,75,28,40,58.333333333333336,1
43,92,55,24,63.333333333333336,1
61,41,59,54,53.666666666666664,1
41,42,43,87,42.0,1
49,72,67,67,62.666666666666664,1
44,46,82,99,57.333333333333336,1
98,92,88,81,92.66666666666667,0
49,65,72,54,62.0,1
72,37,73,89,60.666666666666664,1
93,98,61,40,84.0,0
77,65,64,99,68.66666666666667,0
52,57,33,58,47.333333333333336,1
70,76,48,53,64.66666666666667,0
86,59,25,34,56.666666666666664,1
75,52,26,25,51.0,1
84,45,56,85,61.666666666666664,1
63,43,72,75,59.333333333333336,1
91,81,37,68,69.66666666666667,1
95,66,57,20,72.66666666666667,0
54,58,78,84,63.333333333333336,1
68,96,20,47,61.333333333333336,1
47,44,87,39,59.333333333333336,1
44,76,63,67,61.0,1
68,75,66,91,69.66666666666667,0
86,81,54,84,73.66666666666667,0
43,48,79,70,56.666666666666664,1
51,50,71,62,57.333333333333336,1
84,93,27,68,68.0,1
41,66,99,44,68.66666666666667,1
66,56,60,93,60.666666666666664,0
70,84,22,95,58.666666666666664,1
90,58,88,60,78.66666666666667,0
90,49,33,90,57.333333333333336,1
75,54,45,83,58.0,0
75,99,89,80,87.66666666666667,0
65,92,77,31,78.0,0
82,65,59,88,68.66666666666667,0
66,31,70,33,55.666666666666664,1
44,51,24,53,39.666666666666664,1
59,45,96,67,66.66666666666667,1
50,47,51,80,49.333333333333336,1
49,98,99,54,82.0,1
79,83,20,84,60.666666666666664,1
77,59,96,78,77.33333333333333,0
45,74,73,55,64.0,1
47,48,30,98,41.666666666666664,1
62,63,72,38,65.66666666666667,0
86,42,27,61,51.666666666666664,1
65,72,44,88,60.333333333333336,0
85,91,59,38,78.33333333333333,0
82,51,51,58,61.333333333333336,0
51,81,47,88,59.666666666666664,1
65,81,97,71,81.0,0
52,65,22,31,46.333333333333336,1
79,48,98,66,75.0,1
57,67,81,95,68.33333333333333,1
64,99,46,55,69.66666666666667,0
72,86,64,82,74.0,0
86,49,44,95,59.666666666666664,1
79,38,80,70,65.66666666666667,1
99,61,63,62,74.33333333333333,0
82,33,65,53,60.0,1
51,79,33,68,54.333333333333336,1
83,34,27,37,48.0,1
75,49,67,80,63.666666666666664,1
87,66,33,76,62.0,1
43,51,84,24,59.333333333333336,1
44,87,99,43,76.66666666666667,1
95,97,26,83,72.66666666666667,1
76,73,98,78,82.33333333333333,0
47,63,68,57,59.333333333333336,1
81,71,74,52,75.33333333333333,0
88,38,32,29,52.666666666666664,1
67,36,92,56,65.0,1
70,97,75,30,80.66666666666667,0
97,48,75,43,73.33333333333333,1
48,60,34,90,47.333333333333336,1
93,64,76,40,77.66666666666667,0
90,86,77,39,84.33333333333333,0
68,90,54,29,70.66666666666667,0
53,60,35,66,49.333333333333336,1
79,82,27,66,62.666666666666664,1
80,61,64,34,68.33333333333333,0
61,95,59,63,71.66666666666667,0
50,88,73,81,70.33333333333333,1
62,39,33,25,44.666666666666664,1
40,31,78,85,49.666666666666664,1
85,95,72,95,84.0,0
76,89,46,23,70.33333333333333,0
60,46,66,42,57.333333333333336,1
65,45,99,32,69.66666666666667,1
85,45,25,50,51.666666666666664,1
75,75,74,35,74.66666666666667,0
93,68,63,60,74.66666666666667,0
62,60,37,20,53.0,1
96,30,35,31,53.666666666666664,1
40,40,31,75,37.0,1
93,33,39,69,55.0,1
94,55,64,39,71.0,0
90,79,83,85,84.0,0
79,41,78,55,66.0,1
54,94,41,98,63.0,1
60,76,66,57,67.33333333333333,0
86,82,48,41,72.0,0
48,31,64,80,47.666666666666664,1
92,53,96,69,80.33333333333333,0
48,33,28,78,36.333333333333336,1
49,48,43,39,46.666666666666664,1
91,55,34,55,60.0,1
96,69,55,34,73.33333333333333,0
92,79,32,81,67.66666666666667,1
65,72,63,22,66.66666666666667,0
80,96,90,24,88.66666666666667,0
74,41,91,75,68.66666666666667,1
91,96,97,50,94.66666666666667,0
64,56,95,54,71.66666666666667,0
65,83,55,90,67.66666666666667,0
50,95,80,89,75.0,1
77,78,59,45,71.33333333333333,0
41,45,46,20,44.0,1
46,31,20,26,32.333333333333336,1
57,89,53,55,66.33333333333333,1
66,83,87,95,78.66666666666667,0
73,59,40,44,57.333333333333336,0
66,67,52,78,61.666666666666664,0
56,57,26,80,46.333333333333336,1
82,54,84,48,73.33333333333333,0
98,39,22,37,53.0,1
83,89,70,60,80.66666666666667,0
98,71,98,38,89.0,0
90,69,73,23,77.33333333333333,0
93,71,99,84,87.66666666666667,0
63,76,93,60,77.33333333333333,0
64,66,78,34,69.33333333333333,0
46,51,25,73,40.666666666666664,1
91,86,48,83,75.0,0
45,56,36,91,45.666666666666664,1
92,70,79,34,80.33333333333333,0
63,63,41,98,55.666666666666664,0
72,61,43,69,58.666666666666664,0
88,95,70,41,84.33333333333333,0
68,41,69,37,59.333333333333336,1
82,69,30,99,60.333333333333336,1
61,39,75,21,58.333333333333336,1
65,77,90,55,77.33333333333333,0
67,49,61,39,59.0,1
89,68,58,35,71.66666666666667,0
60,89,88,86,79.0,0
88,95,67,49,83.33333333333333,0
46,94,76,74,72.0,1
56,80,40,85,58.666666666666664,1
59,65,39,45,54.333333333333336,1
80,53,34,76,55.666666666666664,1
88,56,88,88,77.33333333333333,0
59,31,96,21,62.0,1
93,60,70,75,74.33333333333333,0
61,86,95,81,80.66666666666667,0
67,95,81,53,81.0,0
79,58,56,75,64.33333333333333,0
88,44,25,74,52.333333333333336,1
46,41,90,39,59.0,1
40,57,45,69,47.333333333333336,1
71,53,27,44,50.333333333333336,1
52,50,92,44,64.66666666666667,1
69,39,23,72,43.666666666666664,1
62,47,40,33,49.666666666666664,1
90,43,50,79,61.0,1
98,63,40,62,67.0,0
95,87,44,81,75.33333333333333,0
58,51,34,95,47.666666666666664,1
71,99,54,88,74.66666666666667,0
69,65,68,82,67.33333333333333,0
68,74,62,21,68.0,0
88,65,60,73,71.0,0
84,51,56,35,63.666666666666664,0
68,90,76,74,78.0,0
69,85,61,62,71.66666666666667,0
55,62,66,80,61.0,1
79,74,80,57,77.66666666666667,0
58,65,33,64,52.0,1
57,49,87,70,64.33333333333333,1
40,47,72,61,53.0,1
53,67,53,43,57.666666666666664,1
90,96,95,49,93.66666666666667,0
86,52,43,56,60.333333333333336,0
89,45,39,72,57.666666666666664,1
41,88,88,82,72.33333333333333,1
93,98,49,30,80.0,0
67,97,26,97,63.333333333333336,1
88,50,55,42,64.33333333333333,0
89,99,57,99,81.66666666666667,0
69,41,99,69,69.66666666666667,1
77,45,71,74,64.33333333333333,1
90,43,34,74,55.666666666666664,1
43,90,65,23,66.0,1
40,75,42,73,52.333333333333336,1
47,61,31,80,46.333333333333336,1
68,44,63,97,58.333333333333336,1
94,73,34,24,67.0,1
78,46,68,37,64.0,1
42,70,40,63,50.666666666666664,1
71,83,34,50,62.666666666666664,1
49,73,33,40,51.666666666666664,1
49,34,61,66,48.0,1
58,56,99,49,71.0,1
85,72,34,74,63.666666666666664,1
73,60,82,87,71.66666666666667,0
99,46,87,88,77.33333333333333,1
72,83,46,60,67.0,0
62,91,72,64,75.0,0
94,61,71,93,75.33333333333333,0
67,69,82,99,72.66666666666667,0
71,42,92,49,68.33333333333333,1
89,64,72,96,75.0,0
46,34,76,64,52.0,1
68,58,71,64,65.66666666666667,0
47,99,62,98,69.33333333333333,1
40,54,26,64,40.0,1
96,51,61,74,69.33333333333333,0
94,95,23,78,70.66666666666667,1
42,74,88,24,68.0,1
63,98,24,51,61.666666666666664,1
62,30,94,25,62.0,1
98,73,99,45,90.0,0
47,68,60,56,58.333333333333336,1
93,83,23,32,66.33333333333333,1
96,58,21,88,58.333333333333336,1
86,83,86,44,85.0,0
76,45,40,32,53.666666666666664,1
42,49,89,39,60.0,1
90,75,62,91,75.66666666666667,0
72,96,88,79,85.33333333333333,0
67,94,28,92,63.0,1
86,87,47,40,73.33333333333333,0
47,82,45,80,58.0,1
73,30,22,98,41.666666666666664,1
74,95,92,45,87.0,0
71,58,68,73,65.66666666666667,0
63,99,36,61,66.0,1
53,37,82,30,57.333333333333336,1
71,58,74,56,67.66666666666667,0
95,80,42,30,72.33333333333333,0
85,62,53,46,66.66666666666667,0
82,32,88,53,67.33333333333333,1
55,89,34,57,59.333333333333336,1
43,64,66,80,57.666666666666664,1
91,98,22,72,70.33333333333333,1
76,49,47,84,57.333333333333336,1
93,68,22,22,61.0,1
60,33,23,86,38.666666666666664,1
53,48,50,47,50.333333333333336,1
70,74,64,33,69.33333333333333,0
94,72,78,71,81.33333333333333,0
87,42,64,49,64.33333333333333,1
57,42,94,77,64.33333333333333,1
46,89,56,73,63.666666666666664,1
49,86,84,88,73.0,1
